id,id_accs,id_props
a062A00001WhnCYQAZ,0012A000023XpPzQAK,a0I2A00000XQJ0JUAX
a062A00001WhnKKQAZ,0012A000023XpPzQAK,a0I2A00000XQJ7JUAX
a062A00001WhnsYQAR,0012A000023XpPzQAK,a0I2A00000XQJVeUAP
a062A00001WhoajQAB,0012A000023XpPzQAK,a0I2A00000XQK3DUAX
a062A00001Whoz9QAB,0012A000023XpPzQAK,a0I2A00000XQKJrUAP
a062A00001Whp4pQAB,0012A000023XpPzQAK,a0I2A00000XQKNaUAP
a062A00001WhpbTQAR,0012A000023XpPzQAK,a0I2A00000XQKixUAH
a062A00001Whr1lQAB,0012A000023XpPzQAK,a0I2A00000XQLjAUAX
a062A00001WhrPbQAJ,0012A000023XpPzQAK,a0I2A00000XQLyQUAX
a062A00001WhrhoQAB,0012A000023XpPzQAK,a0I2A00000XQMBOUA5
a062A00001Whs7zQAB,0012A000023XpPzQAK,a0I2A00000XQMf8UAH
a062A00001WiLUoQAN,0012A000023XpPzQAK,a0I2A00000XuJmiUAF
a062A00001WiUaKQAV,0012A000023XpPzQAK,a0I2A00000XuTdIUAV
a062A00001WigAXQAZ,0012A000023XpPzQAK,a0I2A00000XQKxrUAH
a062A00001WjZLcQAN,0012A000023XpPzQAK,a0I2A00000XQiMeUAL
a062A00001c3UfSQAU,0012A000023XpPzQAK,a0I2A00000XQL0OUAX
a062A00001WhjWIQAZ,0012A000023Y49NQAS,a0I2A00000XQGLmUAP
a062A00001Whjc6QAB,0012A000023Y49NQAS,a0I2A00000XQGPIUA5
a062A00001WhjewQAB,0012A000023Y49NQAS,a0I2A00000XQGRPUA5
a062A00001WhjsiQAB,0012A000023Y49NQAS,a0I2A00000XQGaQUAX
a062A00001WhjyUQAR,0012A000023Y49NQAS,a0I2A00000XQGitUAH
a062A00001WhlOWQAZ,0012A000023Y49NQAS,a0I2A00000XQHj9UAH
a062A00001WhlgnQAB,0012A000023Y49NQAS,a0I2A00000XQHtYUAX
a062A00001Whm7rQAB,0012A000023Y49NQAS,a0I2A00000XQID0UAP
a062A00001WhnnMQAR,0012A000023Y49NQAS,a0I2A00000XQJR5UAP
a062A00001Who3dQAB,0012A000023Y49NQAS,a0I2A00000XQJdTUAX
a062A00001WhpFFQAZ,0012A000023Y49NQAS,a0I2A00000XQKa7UAH
a062A00001WhpTUQAZ,0012A000023Y49NQAS,a0I2A00000XQKe7UAH
a062A00001WhrMGQAZ,0012A000023Y49NQAS,a0I2A00000XQLw8UAH
a062A00001Vm4OnQAJ,0012A000023YD9FQAW,a0I2A00000XuW1DUAV
a062A00001VmUl5QAF,0012A000023YD9FQAW,a0I2A00000Y69YMUAZ
a062A00001WhjllQAB,0012A000023YD9FQAW,a0I2A00000XQGVNUA5
a062A00001WhjoJQAR,0012A000023YD9FQAW,a0I2A00000XQGXJUA5
a062A00001WhjzlQAB,0012A000023YD9FQAW,a0I2A00000XQGgbUAH
a062A00001Whl9JQAR,0012A000023YD9FQAW,a0I2A00000XQHTZUA5
a062A00001WhlJmQAJ,0012A000023YD9FQAW,a0I2A00000XQHS6UAP
a062A00001WhlNZQAZ,0012A000023YD9FQAW,a0I2A00000XQHfBUAX
a062A00001WhlRSQAZ,0012A000023YD9FQAW,a0I2A00000XQHhtUAH
a062A00001WhlgmQAB,0012A000023YD9FQAW,a0I2A00000XQHtYUAX
a062A00001WhlrPQAR,0012A000023YD9FQAW,a0I2A00000XQI1iUAH
a062A00001WhmIEQAZ,0012A000023YD9FQAW,a0I2A00000XQIKzUAP
a062A00001WhmIGQAZ,0012A000023YD9FQAW,a0I2A00000XQIL0UAP
a062A00001WhmIHQAZ,0012A000023YD9FQAW,a0I2A00000XQIL2UAP
a062A00001WhmIKQAZ,0012A000023YD9FQAW,a0I2A00000XQIKyUAP
a062A00001WhmW3QAJ,0012A000023YD9FQAW,a0I2A00000XQITOUA5
a062A00001Whmw9QAB,0012A000023YD9FQAW,a0I2A00000XQIpJUAX
a062A00001Whnc8QAB,0012A000023YD9FQAW,a0I2A00000XQJK4UAP
a062A00001WhnhOQAR,0012A000023YD9FQAW,a0I2A00000XQJLlUAP
a062A00001WhnhPQAR,0012A000023YD9FQAW,a0I2A00000XQJNYUA5
a062A00001Who2RQAR,0012A000023YD9FQAW,a0I2A00000XQJcQUAX
a062A00001Who6LQAR,0012A000023YD9FQAW,a0I2A00000XQJfDUAX
a062A00001WhoF9QAJ,0012A000023YD9FQAW,a0I2A00000XQJgXUAX
a062A00001YtSZxQAN,0012A000023YD9FQAW,a0I2A00000YHIWyUAP
a062A00001YtWr6QAF,0012A000023YD9FQAW,a0I2A00000YHMcGUAX
a062A00001YtYqSQAV,0012A000023YD9FQAW,a0I2A00000YHOSHUA5
a062A00001YtZLmQAN,0012A000023YD9FQAW,a0I2A00000YHOu3UAH
a062A00001VmTfqQAF,0012A000023XosoQAC,a0I2A00000XQXLyUAP
a062A00001WhldLQAR,0012A000023XosoQAC,a0I2A00000XQHquUAH
a062A00001WhlixQAB,0012A000023XosoQAC,a0I2A00000XQHv5UAH
a062A00001Whw3OQAR,0012A000023XosoQAC,a0I2A00000XQRR5UAP
a062A00001WhyiBQAR,0012A000023XosoQAC,a0I2A00000XQUhZUAX
a062A00001Wi0rcQAB,0012A000023XosoQAC,a0I2A00000XQXLyUAP
a062A00001Wi7bwQAB,0012A000023XosoQAC,a0I2A00000XQfkKUAT
a062A00001Wi9WYQAZ,0012A000023XosoQAC,a0I2A00000XQi8gUAD
a062A00001WiCz3QAF,0012A000023XosoQAC,a0I2A00000Xu9SfUAJ
a062A00001WiKViQAN,0012A000023XosoQAC,a0I2A00000XuIgfUAF
a062A00001WjQ3fQAF,0012A000023XosoQAC,a0I2A00000XwV6hUAF
a062A00001WjbprQAB,0012A000023XosoQAC,a0I2A00000XwYxqUAF
a062A00001YruLZQAZ,0012A000023XosoQAC,a0I2A00000YFhKhUAL
a062A00001WhmJmQAJ,0012A000023YC0YQAW,a0I2A00000XQIMQUA5
a062A00001VmQ4WQAV,0012A000023XpbtQAC,a0I2A00000XwMeKUAV
a062A00001WhkZ0QAJ,0012A000023XpbtQAC,a0I2A00000XQH2CUAX
a062A00001Whkh9QAB,0012A000023XpbtQAC,a0I2A00000XQH9uUAH
a062A00001WhkwsQAB,0012A000023XpbtQAC,a0I2A00000XQHKmUAP
a062A00001WhmaNQAR,0012A000023XpbtQAC,a0I2A00000XQIYNUA5
a062A00001WhoXUQAZ,0012A000023XpbtQAC,a0I2A00000XQK19UAH
a062A00001WhofPQAR,0012A000023XpbtQAC,a0I2A00000XQK6WUAX
a062A00001WhpSRQAZ,0012A000023XpbtQAC,a0I2A00000XQKf8UAH
a062A00001WhpgJQAR,0012A000023XpbtQAC,a0I2A00000XQKmRUAX
a062A00001Wi4MCQAZ,0012A000023XpbtQAC,a0I2A00000XQbhwUAD
a062A00001Wi4tGQAR,0012A000023XpbtQAC,a0I2A00000XQcHRUA1
a062A00001Wi6A7QAJ,0012A000023XpbtQAC,a0I2A00000XQdwjUAD
a062A00001WiHiIQAV,0012A000023XpbtQAC,a0I2A00000XuFVtUAN
a062A00001WiMcSQAV,0012A000023XpbtQAC,a0I2A00000XuL30UAF
a062A00001WiSpUQAV,0012A000023XpbtQAC,a0I2A00000XuRkCUAV
a062A00001WiTvoQAF,0012A000023XpbtQAC,a0I2A00000XuStuUAF
a062A00001WiTvrQAF,0012A000023XpbtQAC,a0I2A00000XuStxUAF
a062A00001WiXOzQAN,0012A000023XpbtQAC,a0I2A00000XuWZOUA3
a062A00001WiXwhQAF,0012A000023XpbtQAC,a0I2A00000XuX7dUAF
a062A00001c3JHcQAM,0012A000023XpbtQAC,a0I2A00000XQK7ZUAX
a062A00001WhlyOQAR,0012A000023XwWxQAK,a0I2A00000XQI6ZUAX
a062A00001WhmlBQAR,0012A000023XwWxQAK,a0I2A00000XQIggUAH
a062A00001WhnTdQAJ,0012A000023XwWxQAK,a0I2A00000XQJEHUA5
a062A00001WhnaIQAR,0012A000023XwWxQAK,a0I2A00000XQJItUAP
a062A00001WhnxjQAB,0012A000023XwWxQAK,a0I2A00000XQJZ8UAP
a062A00001WhplaQAB,0012A000023XwWxQAK,a0I2A00000XQKq1UAH
a062A00001WhpxnQAB,0012A000023XwWxQAK,a0I2A00000XQKyJUAX
a062A00001Whu4SQAR,0012A000023XwWxQAK,a0I2A00000XQOoOUAX
a062A00001WhzKhQAJ,0012A000023XwWxQAK,a0I2A00000XQVSEUA5
a062A00001Wi6a0QAB,0012A000023XwWxQAK,a0I2A00000XQeU6UAL
a062A00001WiHFCQA3,0012A000023XwWxQAK,a0I2A00000XuEyEUAV
a062A00001WiQ4pQAF,0012A000023XwWxQAK,a0I2A00000XuOkzUAF
a062A00001WiV9cQAF,0012A000023XwWxQAK,a0I2A00000XuUETUA3
a062A00001Wix2QQAR,0012A000023XwWxQAK,a0I2A00000XwNdgUAF
a062A00001Wj16vQAB,0012A000023XwWxQAK,a0I2A00000XwPcNUAV
a062A00001YuhFBQAZ,0012A000023XwWxQAK,a0I2A00000YIZzgUAH
a062A00001YuhR5QAJ,0012A000023XwWxQAK,a0I2A00000YIaCiUAL
a062A00001WhjfEQAR,0012A000023YB9EQAW,a0I2A00000XQGR5UAP
a062A00001WhmoyQAB,0012A000023YB9EQAW,a0I2A00000XQIjjUAH
a062A00001WhpJxQAJ,0012A000023YB9EQAW,a0I2A00000XQKX4UAP
a062A00001WhpJzQAJ,0012A000023YB9EQAW,a0I2A00000XQKX5UAP
a062A00001WhvABQAZ,0012A000023YB9EQAW,a0I2A00000XQQMeUAP
a062A00001Wi0QqQAJ,0012A000023YB9EQAW,a0I2A00000XQWnSUAX
a062A00001Wi15AQAR,0012A000023YB9EQAW,a0I2A00000XQXboUAH
a062A00001Wi1GlQAJ,0012A000023YB9EQAW,a0I2A00000XQXpqUAH
a062A00001Wi1HMQAZ,0012A000023YB9EQAW,a0I2A00000XQXqaUAH
a062A00001Wi2smQAB,0012A000023YB9EQAW,a0I2A00000XQZncUAH
a062A00001Wi39NQAR,0012A000023YB9EQAW,a0I2A00000XQa6MUAT
a062A00001Wi3A8QAJ,0012A000023YB9EQAW,a0I2A00000XQa7NUAT
a062A00001Wi3JhQAJ,0012A000023YB9EQAW,a0I2A00000XQaBhUAL
a062A00001Wi3JkQAJ,0012A000023YB9EQAW,a0I2A00000XQaHxUAL
a062A00001Wi3VJQAZ,0012A000023YB9EQAW,a0I2A00000XQaJwUAL
a062A00001Wi4Q1QAJ,0012A000023YB9EQAW,a0I2A00000XQbg4UAD
a062A00001Wi4sUQAR,0012A000023YB9EQAW,a0I2A00000XQcGOUA1
a062A00001Wi4szQAB,0012A000023YB9EQAW,a0I2A00000XQcEUUA1
a062A00001Wi4tJQAR,0012A000023YB9EQAW,a0I2A00000XQcHZUA1
a062A00001Wi4tYQAR,0012A000023YB9EQAW,a0I2A00000XQcLwUAL
a062A00001Wi5zXQAR,0012A000023YB9EQAW,a0I2A00000XQdilUAD
a062A00001Wi66KQAR,0012A000023YB9EQAW,a0I2A00000XQdrEUAT
a062A00001Wi66RQAR,0012A000023YB9EQAW,a0I2A00000XQdrNUAT
a062A00001Wi7BwQAJ,0012A000023YB9EQAW,a0I2A00000XQfEaUAL
a062A00001Wi7CtQAJ,0012A000023YB9EQAW,a0I2A00000XQfFcUAL
a062A00001Wi7D5QAJ,0012A000023YB9EQAW,a0I2A00000XQf9KUAT
a062A00001Wi7D9QAJ,0012A000023YB9EQAW,a0I2A00000XQfFhUAL
a062A00001Wi7DGQAZ,0012A000023YB9EQAW,a0I2A00000XQfFjUAL
a062A00001Wi7DIQAZ,0012A000023YB9EQAW,a0I2A00000XQfG0UAL
a062A00001Wi7DNQAZ,0012A000023YB9EQAW,a0I2A00000XQfG8UAL
a062A00001Wi7DZQAZ,0012A000023YB9EQAW,a0I2A00000XQfGaUAL
a062A00001Wi7ECQAZ,0012A000023YB9EQAW,a0I2A00000XQfGuUAL
a062A00001Wi7F1QAJ,0012A000023YB9EQAW,a0I2A00000XQfHmUAL
a062A00001Wi7GDQAZ,0012A000023YB9EQAW,a0I2A00000XQfJkUAL
a062A00001WiBGPQA3,0012A000023YB9EQAW,a0I2A00000XQkIZUA1
a062A00001WiEaOQAV,0012A000023YB9EQAW,a0I2A00000XuBRLUA3
a062A00001WiEdkQAF,0012A000023YB9EQAW,a0I2A00000XuBLqUAN
a062A00001WiEdwQAF,0012A000023YB9EQAW,a0I2A00000XuBWhUAN
a062A00001WiEx3QAF,0012A000023YB9EQAW,a0I2A00000XuBZiUAN
a062A00001WiFEcQAN,0012A000023YB9EQAW,a0I2A00000XuCKWUA3
a062A00001WiFFuQAN,0012A000023YB9EQAW,a0I2A00000XuCLwUAN
a062A00001WiFjPQAV,0012A000023YB9EQAW,a0I2A00000XuCxZUAV
a062A00001WiFjRQAV,0012A000023YB9EQAW,a0I2A00000XuCxbUAF
a062A00001WiFlGQAV,0012A000023YB9EQAW,a0I2A00000XuCxdUAF
a062A00001WiFltQAF,0012A000023YB9EQAW,a0I2A00000XuCykUAF
a062A00001WiFlwQAF,0012A000023YB9EQAW,a0I2A00000XuCybUAF
a062A00001WiFm5QAF,0012A000023YB9EQAW,a0I2A00000XuCz3UAF
a062A00001WiFx7QAF,0012A000023YB9EQAW,a0I2A00000XuDERUA3
a062A00001WiFzJQAV,0012A000023YB9EQAW,a0I2A00000XuDEZUA3
a062A00001WiGwcQAF,0012A000023YB9EQAW,a0I2A00000XuEbPUAV
a062A00001WiHZyQAN,0012A000023YB9EQAW,a0I2A00000XuFMNUA3
a062A00001WiHhsQAF,0012A000023YB9EQAW,a0I2A00000XuFVUUA3
a062A00001WiHhzQAF,0012A000023YB9EQAW,a0I2A00000XuFVbUAN
a062A00001WiIFnQAN,0012A000023YB9EQAW,a0I2A00000XuGABUA3
a062A00001WiIHNQA3,0012A000023YB9EQAW,a0I2A00000XuGBYUA3
a062A00001WiIHYQA3,0012A000023YB9EQAW,a0I2A00000XuGBlUAN
a062A00001WiIHZQA3,0012A000023YB9EQAW,a0I2A00000XuGBmUAN
a062A00001WiISuQAN,0012A000023YB9EQAW,a0I2A00000XuGO5UAN
a062A00001WiISwQAN,0012A000023YB9EQAW,a0I2A00000XuGO7UAN
a062A00001WiIT3QAN,0012A000023YB9EQAW,a0I2A00000XuGOKUA3
a062A00001WiIT5QAN,0012A000023YB9EQAW,a0I2A00000XuGNeUAN
a062A00001WiIqFQAV,0012A000023YB9EQAW,a0I2A00000XuGnCUAV
a062A00001WiIqGQAV,0012A000023YB9EQAW,a0I2A00000XuGnDUAV
a062A00001WiJ1GQAV,0012A000023YB9EQAW,a0I2A00000XuGzpUAF
a062A00001WiN1iQAF,0012A000023YB9EQAW,a0I2A00000XuLW7UAN
a062A00001WiN2XQAV,0012A000023YB9EQAW,a0I2A00000XuLX5UAN
a062A00001WiN2ZQAV,0012A000023YB9EQAW,a0I2A00000XuLX8UAN
a062A00001WiN2dQAF,0012A000023YB9EQAW,a0I2A00000XuLXCUA3
a062A00001WiN2jQAF,0012A000023YB9EQAW,a0I2A00000XuLXNUA3
a062A00001WiN2wQAF,0012A000023YB9EQAW,a0I2A00000XuLXsUAN
a062A00001WiN31QAF,0012A000023YB9EQAW,a0I2A00000XuLXvUAN
a062A00001WiN4YQAV,0012A000023YB9EQAW,a0I2A00000XuLZPUA3
a062A00001WiN6NQAV,0012A000023YB9EQAW,a0I2A00000XuLbUUAV
a062A00001WiOB1QAN,0012A000023YB9EQAW,a0I2A00000XuMnfUAF
a062A00001WiPXGQA3,0012A000023YB9EQAW,a0I2A00000XuOCyUAN
a062A00001WiPXTQA3,0012A000023YB9EQAW,a0I2A00000XuODAUA3
a062A00001WiPXaQAN,0012A000023YB9EQAW,a0I2A00000XuODLUA3
a062A00001WiPXeQAN,0012A000023YB9EQAW,a0I2A00000XuODXUA3
a062A00001WiPXiQAN,0012A000023YB9EQAW,a0I2A00000XuODVUA3
a062A00001WiPZJQA3,0012A000023YB9EQAW,a0I2A00000XuOEkUAN
a062A00001WiPayQAF,0012A000023YB9EQAW,a0I2A00000XuOGpUAN
a062A00001WiPazQAF,0012A000023YB9EQAW,a0I2A00000XuOGqUAN
a062A00001WiPbUQAV,0012A000023YB9EQAW,a0I2A00000XuOHGUA3
a062A00001WiQA4QAN,0012A000023YB9EQAW,a0I2A00000XuOqWUAV
a062A00001WiQq7QAF,0012A000023YB9EQAW,a0I2A00000XuPXcUAN
a062A00001WiTeqQAF,0012A000023YB9EQAW,a0I2A00000XuScUUAV
a062A00001WiTerQAF,0012A000023YB9EQAW,a0I2A00000XuScFUAV
a062A00001WiTvvQAF,0012A000023YB9EQAW,a0I2A00000XuSu5UAF
a062A00001WiVC2QAN,0012A000023YB9EQAW,a0I2A00000XuUHQUA3
a062A00001WiW5kQAF,0012A000023YB9EQAW,a0I2A00000XuVCcUAN
a062A00001WiWSwQAN,0012A000023YB9EQAW,a0I2A00000XuVaxUAF
a062A00001WiWT2QAN,0012A000023YB9EQAW,a0I2A00000XuVayUAF
a062A00001WiWTFQA3,0012A000023YB9EQAW,a0I2A00000XuVb9UAF
a062A00001WiWhNQAV,0012A000023YB9EQAW,a0I2A00000XuVpzUAF
a062A00001WiaJtQAJ,0012A000023YB9EQAW,a0I2A00000XuZfiUAF
a062A00001WiaLJQAZ,0012A000023YB9EQAW,a0I2A00000XuZNKUA3
a062A00001WiaLKQAZ,0012A000023YB9EQAW,a0I2A00000XuZfFUAV
a062A00001WiaMMQAZ,0012A000023YB9EQAW,a0I2A00000XuZdmUAF
a062A00001WiaMXQAZ,0012A000023YB9EQAW,a0I2A00000XuZgMUAV
a062A00001WiaN2QAJ,0012A000023YB9EQAW,a0I2A00000XuZeqUAF
a062A00001WiaN3QAJ,0012A000023YB9EQAW,a0I2A00000XuZeZUAV
a062A00001WiaNHQAZ,0012A000023YB9EQAW,a0I2A00000XuZejUAF
a062A00001WiaNOQAZ,0012A000023YB9EQAW,a0I2A00000XuZf3UAF
a062A00001WiaOVQAZ,0012A000023YB9EQAW,a0I2A00000XuZgEUAV
a062A00001WiaP6QAJ,0012A000023YB9EQAW,a0I2A00000XuZgpUAF
a062A00001WiaPeQAJ,0012A000023YB9EQAW,a0I2A00000XuZhNUAV
a062A00001WiaPfQAJ,0012A000023YB9EQAW,a0I2A00000XuZhOUAV
a062A00001WimvoQAB,0012A000023YB9EQAW,a0I2A00000XwIWwUAN
a062A00001WjisVQAR,0012A000023YB9EQAW,a0I2A00000XwbiaUAB
a062A00001YqsvhQAB,0012A000023YB9EQAW,a0I2A00000Xxq7YUAR
a062A00001YqtC4QAJ,0012A000023YB9EQAW,a0I2A00000XxqPwUAJ
a062A00001Yqtw7QAB,0012A000023YB9EQAW,a0I2A00000XxrFxUAJ
a062A00001Yqu4HQAR,0012A000023YB9EQAW,a0I2A00000XxrPYUAZ
a062A00001Yqu4eQAB,0012A000023YB9EQAW,a0I2A00000XxrQHUAZ
a062A00001Yr80XQAR,0012A000023YB9EQAW,a0I2A00000Xy99hUAB
a062A00001YrmmHQAR,0012A000023YB9EQAW,a0I2A00000YFYMcUAP
a062A00001Ys2ztQAB,0012A000023YB9EQAW,a0I2A00000YFqLTUA1
a062A00001Ys30JQAR,0012A000023YB9EQAW,a0I2A00000YFqM0UAL
a062A00001Ys33tQAB,0012A000023YB9EQAW,a0I2A00000YFqPIUA1
a062A00001Ys38DQAR,0012A000023YB9EQAW,a0I2A00000YFqTfUAL
a062A00001Ys3B4QAJ,0012A000023YB9EQAW,a0I2A00000YFqWjUAL
a062A00001Ys9YlQAJ,0012A000023YB9EQAW,a0I2A00000YFwqRUAT
a062A00001YvAwnQAF,0012A000023YB9EQAW,a0I2A00000YRss8UAD
a062A00001YvAwoQAF,0012A000023YB9EQAW,a0I2A00000YRssAUAT
a062A00001YvAxIQAV,0012A000023YB9EQAW,a0I2A00000YRssNUAT
a062A00001YvAxJQAV,0012A000023YB9EQAW,a0I2A00000YRssOUAT
a062A00001YvAxKQAV,0012A000023YB9EQAW,a0I2A00000YRssPUAT
a062A00001YvAxRQAV,0012A000023YB9EQAW,a0I2A00000YRssVUAT
a062A00001YvAxmQAF,0012A000023YB9EQAW,a0I2A00000YRssyUAD
a062A00001YvAxvQAF,0012A000023YB9EQAW,a0I2A00000YRsstUAD
a062A00001YvAy5QAF,0012A000023YB9EQAW,a0I2A00000YRstAUAT
a062A00001YvAy6QAF,0012A000023YB9EQAW,a0I2A00000YRst5UAD
a062A00001c2wj1QAA,0012A000023YB9EQAW,a0I2A00000YrP5mUAF
a062A00001VmQCMQA3,0012A000023Xlp3QAC,a0I2A00000XQM4vUAH
a062A00001VmRj4QAF,0012A000023Xlp3QAC,a0I2A00000XwUFGUA3
a062A00001VmV09QAF,0012A000023Xlp3QAC,a0I2A00000XwSI7UAN
a062A00001WhjZDQAZ,0012A000023Xlp3QAC,a0I2A00000XQGNNUA5
a062A00001WhjrxQAB,0012A000023Xlp3QAC,a0I2A00000XQGa6UAH
a062A00001Whk7oQAB,0012A000023Xlp3QAC,a0I2A00000XQGlzUAH
a062A00001WhkAhQAJ,0012A000023Xlp3QAC,a0I2A00000XQGo7UAH
a062A00001WhkNhQAJ,0012A000023Xlp3QAC,a0I2A00000XQGwcUAH
a062A00001WhkgIQAR,0012A000023Xlp3QAC,a0I2A00000XQH9DUAX
a062A00001WhkinQAB,0012A000023Xlp3QAC,a0I2A00000XQHAyUAP
a062A00001WhlDqQAJ,0012A000023Xlp3QAC,a0I2A00000XQHXTUA5
a062A00001WhmPqQAJ,0012A000023Xlp3QAC,a0I2A00000XQIMfUAP
a062A00001WhmQlQAJ,0012A000023Xlp3QAC,a0I2A00000XQISaUAP
a062A00001WhmYhQAJ,0012A000023Xlp3QAC,a0I2A00000XQIXHUA5
a062A00001WhmgtQAB,0012A000023Xlp3QAC,a0I2A00000XQIcmUAH
a062A00001Whn4XQAR,0012A000023Xlp3QAC,a0I2A00000XQJ0RUAX
a062A00001WhnSsQAJ,0012A000023Xlp3QAC,a0I2A00000XQJDoUAP
a062A00001WhnUqQAJ,0012A000023Xlp3QAC,a0I2A00000XQJEzUAP
a062A00001WhneKQAR,0012A000023Xlp3QAC,a0I2A00000XQJLbUAP
a062A00001Whni2QAB,0012A000023Xlp3QAC,a0I2A00000XQJK9UAP
a062A00001WhoIHQAZ,0012A000023Xlp3QAC,a0I2A00000XQJozUAH
a062A00001WhpG3QAJ,0012A000023Xlp3QAC,a0I2A00000XQKjKUAX
a062A00001WhpdJQAR,0012A000023Xlp3QAC,a0I2A00000XQKkQUAX
a062A00001WhpfUQAR,0012A000023Xlp3QAC,a0I2A00000XQKllUAH
a062A00001WhqBmQAJ,0012A000023Xlp3QAC,a0I2A00000XQL7oUAH
a062A00001WhqDTQAZ,0012A000023Xlp3QAC,a0I2A00000XQLGzUAP
a062A00001WhqdJQAR,0012A000023Xlp3QAC,a0I2A00000XQLjYUAX
a062A00001WhqjjQAB,0012A000023Xlp3QAC,a0I2A00000XQL83UAH
a062A00001WhquVQAR,0012A000023Xlp3QAC,a0I2A00000XQLdiUAH
a062A00001WhrUQQAZ,0012A000023Xlp3QAC,a0I2A00000XQM1vUAH
a062A00001WhugwQAB,0012A000023Xlp3QAC,a0I2A00000XQPpqUAH
a062A00001WhvkIQAR,0012A000023Xlp3QAC,a0I2A00000XQR48UAH
a062A00001Wi19QQAR,0012A000023Xlp3QAC,a0I2A00000XQXh9UAH
a062A00001Wi95PQAR,0012A000023Xlp3QAC,a0I2A00000XQhD7UAL
a062A00001WiE8rQAF,0012A000023Xlp3QAC,a0I2A00000XuApiUAF
a062A00001WiEwpQAF,0012A000023Xlp3QAC,a0I2A00000XuBbOUAV
a062A00001WiFSTQA3,0012A000023Xlp3QAC,a0I2A00000XuCb3UAF
a062A00001WiFyiQAF,0012A000023Xlp3QAC,a0I2A00000XuDDpUAN
a062A00001WiHt3QAF,0012A000023Xlp3QAC,a0I2A00000XuFxlUAF
a062A00001WiLeFQAV,0012A000023Xlp3QAC,a0I2A00000XuJxSUAV
a062A00001WiLhOQAV,0012A000023Xlp3QAC,a0I2A00000XuK0vUAF
a062A00001WiVQqQAN,0012A000023Xlp3QAC,a0I2A00000XuUW8UAN
a062A00001WiWBaQAN,0012A000023Xlp3QAC,a0I2A00000XuVIdUAN
a062A00001WiZNbQAN,0012A000023Xlp3QAC,a0I2A00000XuYe9UAF
a062A00001WieF9QAJ,0012A000023Xlp3QAC,a0I2A00000Xv4JhUAJ
a062A00001WiigfQAB,0012A000023Xlp3QAC,a0I2A00000XQJF7UAP
a062A00001Wiit8QAB,0012A000023Xlp3QAC,a0I2A00000XQL7mUAH
a062A00001Wik6TQAR,0012A000023Xlp3QAC,a0I2A00000XwH0zUAF
a062A00001WinhhQAB,0012A000023Xlp3QAC,a0I2A00000XwIwqUAF
a062A00001Wj1BNQAZ,0012A000023Xlp3QAC,a0I2A00000XwPeNUAV
a062A00001Wj5MhQAJ,0012A000023Xlp3QAC,a0I2A00000XQHRbUAP
a062A00001Wj5ZzQAJ,0012A000023Xlp3QAC,a0I2A00000XQILlUAP
a062A00001Wj6OPQAZ,0012A000023Xlp3QAC,a0I2A00000XQL7nUAH
a062A00001WjIy9QAF,0012A000023Xlp3QAC,a0I2A00000XwSI7UAN
a062A00001WjOX5QAN,0012A000023Xlp3QAC,a0I2A00000XwTlcUAF
a062A00001WjRbDQAV,0012A000023Xlp3QAC,a0I2A00000XwVfiUAF
a062A00001Wjc00QAB,0012A000023Xlp3QAC,a0I2A00000XwZ1aUAF
a062A00001Wjf1tQAB,0012A000023Xlp3QAC,a0I2A00000Xwa86UAB
a062A00001Yq1EcQAJ,0012A000023Xlp3QAC,a0I2A00000Xwik5UAB
a062A00001Yq1EzQAJ,0012A000023Xlp3QAC,a0I2A00000XwikSUAR
a062A00001YrwrnQAB,0012A000023Xlp3QAC,a0I2A00000YFjxjUAD
a062A00001YrziHQAR,0012A000023Xlp3QAC,a0I2A00000YFmrlUAD
a062A00001YtpYgQAJ,0012A000023Xlp3QAC,a0I2A00000YHfScUAL
a062A00001Yubg1QAB,0012A000023Xlp3QAC,a0I2A00000YIUAxUAP
a062A00001c2xlzQAA,0012A000023Xlp3QAC,a0I2A00000XQPpqUAH
a062A00001d1yoaQAA,0012A000023Xlp3QAC,a0I2A00000XwSATUA3
a062A00001d1yqMQAQ,0012A000023Xlp3QAC,a0I2A00000XwX4xUAF
a062A00001Vm7mzQAB,0012A000023Xoz7QAC,a0I2A00000Y5xrjUAB
a062A00001VmTFtQAN,0012A000023Xoz7QAC,a0I2A00000ZGPX9UAP
a062A00001Vmst7QAB,0012A000023Xoz7QAC,a0I2A00000XuIlxUAF
a062A00001VmsyVQAR,0012A000023Xoz7QAC,a0I2A00000XuIyeUAF
a062A00001Vmt4xQAB,0012A000023Xoz7QAC,a0I2A00000XuK8jUAF
a062A00001Whk9UQAR,0012A000023Xoz7QAC,a0I2A00000XQGnGUAX
a062A00001WhkPgQAJ,0012A000023Xoz7QAC,a0I2A00000XQGopUAH
a062A00001WhlFRQAZ,0012A000023Xoz7QAC,a0I2A00000XQHYpUAP
a062A00001WhlMRQAZ,0012A000023Xoz7QAC,a0I2A00000XQHeJUAX
a062A00001WhmcIQAR,0012A000023Xoz7QAC,a0I2A00000XQIZbUAP
a062A00001WhmorQAB,0012A000023Xoz7QAC,a0I2A00000XQIjZUAX
a062A00001WhmzYQAR,0012A000023Xoz7QAC,a0I2A00000XQIsBUAX
a062A00001Who9FQAR,0012A000023Xoz7QAC,a0I2A00000XQJhKUAX
a062A00001WhoCsQAJ,0012A000023Xoz7QAC,a0I2A00000XQJkSUAX
